37;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;38.0667;37.1000;34.2500;27.9167;25.4667;41.8333;44.5000;35.8500;12.7167;46.4500;16.0167;44.4333;31.6000;37.5000;42.5667;47.5833;41.3000;14.0000;42.5500;37.6000;45.3167;12.9667;15.0333;14.0167;0.0000;12.9500;12.0833;88.7333;67.2500;95.5167;41.8333;42.0833;41.1500;33.4167;31.0000;48.2333;41.8333;46.9500;47.2667;46.2833;43.4333;47.3500;13.6667;16.5667;52.7333;36.6167;36.3833;30.1500;38.5833;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167;45.4167
38;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;34.2833;33.3167;30.4667;24.1333;30.1333;36.7500;40.7167;28.6500;4.9500;39.5000;7.1667;37.4833;24.6833;32.2500;37.3500;40.6667;34.3167;7.9667;35.6000;30.6167;38.4000;4.6833;8.0833;6.2500;12.9500;0.0000;5.2667;84.2833;68.1333;90.9500;36.7500;34.2667;33.3333;25.6000;23.1833;40.4167;36.7500;39.1333;39.4500;38.5667;35.6167;39.5333;7.5500;8.6667;58.9500;32.3167;32.2667;25.8500;34.4667;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000;37.6000
39;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;32.3500;31.3833;28.5333;22.2000;28.2000;35.7000;38.7833;28.8667;5.9500;39.4000;9.0000;37.3833;24.5833;31.7333;36.8000;40.6000;34.2833;5.9167;35.5333;30.5833;38.3333;6.2000;7.9833;7.2500;12.0833;5.2667;0.0000;82.6000;66.1167;89.3833;35.7000;34.2000;33.2667;25.5333;23.1167;40.3500;35.7000;39.0667;39.3833;38.5000;35.5500;39.4667;7.0500;10.0000;56.7833;30.4833;30.2500;24.0167;32.4500;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333;37.5333
40;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;76.2833;69.9833;72.4667;64.1000;81.7333;58.6000;50.9667;76.9500;84.9667;60.6833;84.7667;58.8167;64.6667;52.6167;55.4333;57.0167;55.5667;83.1833;55.2167;64.5667;61.5833;84.4000;84.2500;86.2667;88.7333;84.2833;82.6000;0.0000;41.0500;14.5667;58.6000;70.8167;61.8333;73.3833;65.5000;52.2167;58.6000;56.2500;54.8833;59.7333;64.1167;50.0500;85.0167;83.0500;66.0667;60.0333;60.6667;58.5833;64.0000;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833;57.6833
41;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;52.7167;46.4167;48.9000;51.8000;52.0833;55.8333;35.3667;73.3667;68.8167;62.2000;69.8500;63.5000;57.8167;49.7333;52.5500;61.8333;60.3833;66.7000;60.0333;61.6833;59.6833;68.3667;67.7667;70.1167;67.2500;68.1333;66.1167;41.0500;0.0000;48.5833;55.8333;67.1500;59.5833;66.3500;58.4667;57.0833;55.8333;61.1167;59.7500;63.8333;61.8667;54.9167;69.6000;71.4000;42.8333;48.7333;38.3333;51.5833;33.6667;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500;60.2500
42;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;83.7000;77.4000;79.8833;70.8833;89.1500;65.3833;58.3833;83.6167;91.6333;67.0833;91.4333;65.2167;71.3333;59.2833;62.1000;63.4167;61.9667;89.9667;61.6167;71.2333;67.9833;91.0667;91.0333;92.9333;95.5167;90.9500;89.3833;14.5667;48.5833;0.0000;65.3833;77.6000;68.4167;80.1667;72.2833;58.6667;65.3833;62.7000;61.3333;66.1833;70.7000;56.5000;91.8000;89.8333;73.6167;66.8167;68.1667;65.3667;71.5000;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333
43;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;32.4333;31.2000;28.6167;17.2000;40.3833;0.0000;25.3167;27.9500;37.7000;22.9000;37.7500;24.2000;17.6667;7.7333;13.7333;29.6167;24.0000;36.2833;25.3000;15.5667;20.3833;36.2500;37.0667;38.4167;41.8333;36.7500;35.7000;58.6000;55.8333;65.3833;0.0000;21.8167;14.6833;26.0000;18.1167;28.4833;0.0000;28.8000;26.8000;25.0333;16.9667;28.0167;38.6167;36.6500;73.1333;13.6333;27.3333;12.1833;30.1000;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833
44;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;36.1833;34.9500;32.3667;20.9500;44.1333;21.8167;35.2000;10.5500;32.9167;23.0333;34.7500;21.7000;12.8333;19.9500;23.5000;30.5833;25.0833;34.2500;26.3667;13.8167;21.2000;32.5000;35.2167;34.2167;42.0833;34.2667;34.2000;70.8167;67.1500;77.6000;21.8167;0.0000;15.2500;12.6167;12.8333;30.2000;21.8167;28.5167;29.2333;22.4500;17.5333;29.3167;35.9667;28.8000;76.6000;22.1167;30.8000;15.6500;33.5667;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833;23.6833
45;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;34.8333;33.6000;31.0167;19.6000;42.7833;14.6833;30.0667;21.3833;34.0167;10.7500;33.8167;12.0500;11.4833;12.4833;10.5333;20.1333;13.9667;33.3167;15.2500;5.8167;8.2333;33.5667;34.2833;35.3167;41.1500;33.3333;33.2667;61.8333;59.5833;68.4167;14.6833;15.2500;0.0000;19.3167;11.4333;18.4667;14.6833;18.1667;17.5000;12.2167;2.2833;17.5833;34.5667;32.6000;75.2000;17.7167;29.4000;14.2500;32.1667;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833
46;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;35.3833;34.1500;31.5667;20.1500;43.3333;26.0000;34.4000;18.7500;26.2833;27.5333;26.0833;27.9333;12.0333;22.5167;27.5833;31.8667;25.5500;25.5833;26.8333;17.2667;25.0167;25.8333;26.5500;27.5833;33.4167;25.6000;25.5333;73.3833;66.3500;80.1667;26.0000;12.6167;19.3167;0.0000;9.7000;31.8000;26.0000;30.5167;30.8333;29.3667;21.6000;30.9167;28.4667;24.6000;76.2833;21.8000;30.4833;15.3333;33.2500;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333;28.1333
47;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;27.5000;26.2667;23.6833;12.2667;35.4500;18.1167;26.5167;18.9667;23.8667;19.6500;23.6667;20.8000;4.1500;14.6333;19.7000;23.9833;17.6667;23.1667;18.9500;9.3833;17.1333;23.4167;24.1333;25.1667;31.0000;23.1833;23.1167;65.5000;58.4667;72.2833;18.1167;12.8333;11.4333;9.7000;0.0000;25.3167;18.1167;24.0333;24.3500;22.6500;13.7167;24.4333;23.4667;21.6167;69.8000;15.3167;24.0000;8.8500;26.7667;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333;20.2333
48;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;43.0167;41.7833;39.2000;27.7833;50.9667;28.4833;39.8000;36.3333;41.1000;14.8333;40.9000;12.9667;22.7000;22.8333;18.3833;9.9000;8.4500;40.4000;8.1000;22.4167;16.2500;40.6500;41.3667;42.4000;48.2333;40.4167;40.3500;52.2167;57.0833;58.6667;28.4833;30.2000;18.4667;31.8000;25.3167;0.0000;28.4833;9.1333;9.3000;14.2833;20.7500;4.9833;41.7000;39.7333;83.2167;28.7333;37.4167;22.2667;40.1833;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333;12.2333
49;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;32.4333;31.2000;28.6167;17.2000;40.3833;0.0000;25.3167;27.9500;37.7000;22.9000;37.7500;24.2000;17.6667;7.7333;13.7333;29.6167;24.0000;36.2833;25.3000;15.5667;20.3833;36.2500;37.0667;38.4167;41.8333;36.7500;35.7000;58.6000;55.8333;65.3833;0.0000;21.8167;14.6833;26.0000;18.1167;28.4833;0.0000;28.8000;26.8000;25.0333;16.9667;28.0167;38.6167;36.6500;73.1333;13.6333;27.3333;12.1833;30.1000;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833
50;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;41.8833;40.6500;38.0667;26.6500;49.8333;28.8000;39.5000;34.6500;39.8167;13.6833;39.6167;11.2833;21.4167;22.5333;18.0833;3.6667;7.4500;39.1167;5.4667;22.1167;14.5667;39.3667;40.0833;41.1167;46.9500;39.1333;39.0667;56.2500;61.1167;62.7000;28.8000;28.5167;18.1667;30.5167;24.0333;9.1333;28.8000;0.0000;9.7000;13.1333;20.4333;7.2333;41.0000;39.0333;82.5167;28.0333;36.7167;21.5667;39.4833;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500;11.7500
51;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;42.1833;40.9500;38.3667;26.9500;50.1333;26.8000;37.5000;35.3667;40.1333;13.8667;39.9333;12.0000;21.7333;20.5333;16.0833;12.3333;9.1500;39.4333;10.4333;21.4500;15.2833;39.6833;40.4000;41.4333;47.2667;39.4500;39.3833;54.8833;59.7500;61.3333;26.8000;29.2333;17.5000;30.8333;24.3500;9.3000;26.8000;9.7000;0.0000;13.0333;19.6667;9.3167;40.8667;38.9000;82.3833;27.3833;36.5833;21.4333;39.3500;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833
52;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;41.3167;40.0833;37.5000;26.0833;49.2667;25.0333;36.2000;28.5833;39.2500;3.5667;39.0500;1.8500;20.8500;19.2333;14.7833;14.2333;9.0000;38.5500;10.2833;16.1667;6.5000;38.8000;39.5167;40.5500;46.2833;38.5667;38.5000;59.7333;63.8333;66.1833;25.0333;22.4500;12.2167;29.3667;22.6500;14.2833;25.0333;13.1333;13.0333;0.0000;14.3667;13.2667;40.5333;38.5667;82.0500;25.2500;36.2500;21.1000;39.0167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167;6.9167
53;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;37.1167;35.8833;33.3000;21.8833;45.0667;16.9667;32.3500;23.6667;36.3000;13.0333;36.1000;13.9333;13.7667;14.7667;12.8167;22.4167;16.2500;35.6000;17.5333;8.1000;10.5167;35.8500;36.5667;37.6000;43.4333;35.6167;35.5500;64.1167;61.8667;70.7000;16.9667;17.5333;2.2833;21.6000;13.7167;20.7500;16.9667;20.4333;19.6667;14.3667;0.0000;19.8667;36.8500;34.8833;77.4833;20.0000;31.6833;16.5333;34.4500;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667;13.2667
54;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;42.2833;41.0500;38.4667;27.0500;50.2333;28.0167;38.7167;35.4500;40.2167;13.9500;40.0167;12.0833;21.8167;21.7500;17.3000;9.8667;8.4167;39.5167;8.0667;21.5333;15.3667;39.7667;40.4833;41.5167;47.3500;39.5333;39.4667;50.0500;54.9167;56.5000;28.0167;29.3167;17.5833;30.9167;24.4333;4.9833;28.0167;7.2333;9.3167;13.2667;19.8667;0.0000;41.9000;39.9333;83.4167;28.9333;37.6167;22.4667;40.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833;12.3833
55;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;36.0667;35.1000;32.2500;25.9167;31.9167;38.6167;42.5000;29.6667;3.6667;41.3667;8.3667;39.3500;26.5500;34.1500;39.2167;42.5333;36.2167;9.7500;37.5000;32.5167;40.2667;5.1167;9.8667;4.8500;13.6667;7.5500;7.0500;85.0167;69.6000;91.8000;38.6167;35.9667;34.5667;28.4667;23.4667;41.7000;38.6167;41.0000;40.8667;40.5333;36.8500;41.9000;0.0000;8.7167;59.9333;34.0833;33.7333;27.6167;35.9333;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667;39.3667
56;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;38.8167;37.8500;35.0000;28.6667;34.6667;36.6500;44.0667;21.3667;5.4667;39.4000;8.6000;37.3833;24.5833;32.1833;37.2500;40.5667;34.2500;12.5000;35.5333;30.5500;38.3000;5.0333;12.6167;6.7667;16.5667;8.6667;10.0000;83.0500;71.4000;89.8333;36.6500;28.8000;32.6000;24.6000;21.6167;39.7333;36.6500;39.0333;38.9000;38.5667;34.8833;39.9333;8.7167;0.0000;63.6667;32.2833;35.5333;25.8167;37.7333;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667
57;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;59.4833;55.7833;56.8000;61.1667;51.1000;73.1333;55.4167;81.9500;58.8167;82.8833;62.1167;80.8667;67.1833;68.6667;73.7333;84.0500;77.7333;60.1000;79.0167;73.1500;80.8667;59.0667;61.1333;60.1167;52.7333;58.9500;56.7833;66.0667;42.8333;73.6167;73.1333;76.6000;75.2000;76.2833;69.8000;83.2167;73.1333;82.5167;82.3833;82.0500;77.4833;83.4167;59.9333;63.6667;0.0000;63.2833;47.8167;61.0667;43.1500;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000;80.8000
58;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;27.2167;21.6167;23.4000;11.9833;35.1667;13.6333;15.4000;28.2500;33.0000;23.9500;32.8000;25.2500;12.7000;9.1667;14.3000;29.5667;23.2500;31.0667;24.5333;18.6667;21.4333;32.5500;32.1333;34.3000;36.6167;32.3167;30.4833;60.0333;48.7333;66.8167;13.6333;22.1167;17.7167;21.8000;15.3167;28.7333;13.6333;28.0333;27.3833;25.2500;20.0000;28.9333;34.0833;32.2833;63.2833;0.0000;17.3667;6.5833;20.1333;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833;21.1833
59;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;16.8500;10.5500;13.0333;15.9333;22.3000;27.3333;9.7833;36.9333;32.9500;37.0833;33.9833;35.0667;21.3833;22.8667;27.9333;38.2500;31.9333;30.8333;33.2167;27.3500;35.0667;32.5000;31.9000;34.2500;36.3833;32.2667;30.2500;60.6667;38.3333;68.1667;27.3333;30.8000;29.4000;30.4833;24.0000;37.4167;27.3333;36.7167;36.5833;36.2500;31.6833;37.6167;33.7333;35.5333;47.8167;17.3667;0.0000;15.2833;4.6667;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833;34.8833
60;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;20.7500;19.5167;16.9333;5.5167;28.7000;12.1833;19.7667;21.7833;26.5333;21.9333;26.3333;19.9167;6.2333;7.7167;12.7833;23.1000;16.7833;24.6000;18.0667;12.2000;19.9167;26.0833;25.6667;27.8333;30.1500;25.8500;24.0167;58.5833;51.5833;65.3667;12.1833;15.6500;14.2500;15.3333;8.8500;22.2667;12.1833;21.5667;21.4333;21.1000;16.5333;22.4667;27.6167;25.8167;61.0667;6.5833;15.2833;0.0000;17.9167;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667;19.7667
61;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;19.0500;12.7500;15.2333;18.1333;21.7333;30.1000;13.1167;39.7000;35.1500;39.8500;36.1833;37.8333;24.1500;25.6333;30.7000;41.0167;34.7000;33.0333;35.9833;30.1167;37.8333;34.7000;34.1000;36.4500;38.5833;34.4667;32.4500;64.0000;33.6667;71.5000;30.1000;33.5667;32.1667;33.2500;26.7667;40.1833;30.1000;39.4833;39.3500;39.0167;34.4500;40.3833;35.9333;37.7333;43.1500;20.1333;4.6667;17.9167;0.0000;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500;37.6500
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
