35;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;44.1167;50.2500;61.3500;68.1000;60.7500;60.7500;71.5667;59.2333;59.3833;73.8000;60.8500;72.5833;60.2167;59.3667;68.8333;69.2167;60.8667;62.8167;59.4333;59.9667;62.8667;49.5500;0.0000;32.3667;26.5667;33.7833;26.2833;0.0000;62.2333;59.2333;55.8333;55.9500;59.9833;60.0167;61.3500;59.5667;55.8833;57.1500;75.2333;69.3167;70.0167;68.9167;71.5667;62.7333;68.8167;70.2000;70.3333;83.4000;48.3167;54.4667;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167
36;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;56.1833;62.1833;72.7833;80.0833;72.6833;72.6833;83.5500;71.1667;71.3167;85.7833;72.3833;84.5667;71.7500;71.3000;80.8167;81.2000;72.8000;74.7500;71.3667;71.9000;74.8000;35.6333;32.3667;0.0000;41.4833;24.2000;38.2167;32.3667;73.6667;70.6667;67.2667;66.9833;71.4167;71.4500;72.7833;70.6000;66.9167;68.5833;86.7167;80.8000;81.5000;80.4000;83.4000;74.2167;80.3000;82.1833;82.3167;94.8833;59.8000;65.9500;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000;71.5000
37;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;40.8833;40.6167;51.2000;64.8667;51.1167;51.1167;67.8500;49.6000;49.7500;67.2667;56.7333;69.3500;56.1000;49.7333;65.6000;65.9833;51.2333;53.1833;49.8000;50.3333;53.2333;56.0667;26.5667;41.4833;0.0000;39.7833;16.6333;26.5667;52.0833;49.0833;45.6833;51.1833;49.8333;49.8667;51.2000;54.8000;55.1500;47.0000;65.1333;62.0667;66.2667;65.1667;68.1833;55.5500;64.9167;66.9667;67.0833;73.3000;44.0000;50.7167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167;49.9167
38;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;59.6833;53.6333;57.7167;76.1500;55.6167;55.6167;78.3833;58.2833;58.9333;77.4833;54.3167;79.4000;53.6833;57.6333;76.8833;76.0333;57.2333;61.6167;57.3667;56.3333;58.7000;16.4000;33.7833;24.2000;39.7833;0.0000;37.0333;33.7833;58.0833;55.0833;50.5167;49.4167;56.3500;55.8667;57.7167;53.0333;49.3500;53.5167;71.6500;71.4833;77.0500;75.9500;78.9667;64.9667;74.3667;77.0167;77.8667;79.8167;63.2333;63.6500;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333;55.8333
39;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;25.3833;25.0333;35.6333;49.2833;35.5333;35.5333;52.2667;34.0167;34.1667;51.6833;41.1500;53.7667;40.5167;34.1500;50.0167;50.4000;35.6500;37.6000;34.2167;34.7500;37.6500;52.8000;26.2833;38.2167;16.6333;37.0333;0.0000;26.2833;36.5167;33.5167;30.1167;35.6167;34.2667;34.3000;35.6333;39.2333;40.1667;31.4333;49.5667;46.4833;50.7000;49.6000;52.6000;39.9667;49.3333;51.3833;51.5167;57.7333;28.4333;35.1500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500;34.3500
40;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;44.1167;50.2500;61.3500;68.1000;60.7500;60.7500;71.5667;59.2333;59.3833;73.8000;60.8500;72.5833;60.2167;59.3667;68.8333;69.2167;60.8667;62.8167;59.4333;59.9667;62.8667;49.5500;0.0000;32.3667;26.5667;33.7833;26.2833;0.0000;62.2333;59.2333;55.8333;55.9500;59.9833;60.0167;61.3500;59.5667;55.8833;57.1500;75.2333;69.3167;70.0167;68.9167;71.5667;62.7333;68.8167;70.2000;70.3333;83.4000;48.3167;54.4667;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167;60.0167
41;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;38.1333;23.6833;28.2167;38.6167;6.4667;6.4667;40.8500;20.8500;20.4833;40.1667;13.9833;41.8667;13.3500;17.9167;39.3500;38.5000;16.4500;21.9000;17.6500;17.3500;5.1667;69.5667;62.2333;73.6667;52.0833;58.0833;36.5167;62.2333;0.0000;13.3333;13.4000;10.0500;12.8667;5.9833;28.2167;14.4000;14.2000;16.8333;30.8000;34.9500;40.4833;39.4167;42.0833;35.4333;37.8000;39.4833;40.8500;35.0667;39.5167;34.1167;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500;6.1500
42;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;32.7000;18.2500;19.5000;35.7500;12.4000;12.4000;37.9833;15.9333;15.5667;36.8333;18.0167;39.0000;17.3833;13.0000;36.4833;35.6333;11.5333;16.9833;12.7333;12.4333;14.1500;70.8500;59.2333;70.6667;49.0833;55.0833;33.5167;59.2333;13.3333;0.0000;10.0833;13.0000;7.3333;10.6167;19.5000;17.3500;17.1500;7.8667;26.1333;30.8333;36.4000;35.3000;38.3000;29.0167;33.6833;36.6167;37.1833;34.3000;33.9167;27.7000;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333;11.1333
43;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;32.6667;18.2167;22.8500;40.1000;12.1000;12.1000;42.3333;20.2833;19.9167;41.6500;15.7500;43.3500;15.1167;17.3500;40.8333;39.9833;15.8833;21.3333;17.0833;16.7833;14.2167;66.2833;55.8333;67.2667;45.6833;50.5167;30.1167;55.8333;13.4000;10.0833;0.0000;6.8333;11.8500;10.7833;22.8500;10.4500;11.3833;15.8167;30.6500;35.6833;41.2500;40.1167;43.1167;29.1667;38.5667;40.9667;42.0333;38.5833;34.0500;27.8500;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333;10.9333
44;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;33.6833;19.2333;28.8833;34.1667;6.8500;6.8500;36.4000;18.2000;18.8500;35.7167;9.0167;37.4167;8.3833;18.8167;34.9000;34.0500;18.8000;21.7833;18.4000;19.7000;11.0333;60.4500;55.9500;66.9833;51.1833;49.4167;35.6167;55.9500;10.0500;13.0000;6.8333;0.0000;14.9333;7.7000;28.8833;5.0000;5.2000;18.9000;32.5167;30.0833;35.6167;34.5500;37.5667;30.5667;32.9667;35.0333;36.4000;36.7833;35.0667;29.2500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500;7.1500
45;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;29.8500;15.4000;18.6833;31.5833;14.1500;14.1500;33.8167;11.7667;11.4000;32.8000;19.7667;34.8333;19.1333;8.8333;32.3167;31.4667;5.9667;12.8167;8.5667;8.2667;13.6833;72.1167;59.9833;71.4167;49.8333;56.3500;34.2667;59.9833;12.8667;7.3333;11.8500;14.9333;0.0000;9.9833;18.6833;18.9000;18.7000;7.7167;20.6833;26.8000;32.3333;31.2333;34.2500;26.4000;29.6833;32.4500;33.1500;28.8500;31.2333;25.0833;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667;12.3667
46;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;35.6500;21.2000;26.0000;36.1333;8.2500;8.2500;38.3667;18.6333;18.2667;37.6833;11.7167;39.3833;11.0833;15.7000;36.8667;36.0167;14.2333;19.6833;15.4333;15.1333;4.4667;67.4167;60.0167;71.4500;49.8667;55.8667;34.3000;60.0167;5.9833;10.6167;10.7833;7.7000;9.9833;0.0000;26.0000;12.1000;11.9000;14.7000;26.0333;32.5000;38.0667;36.9333;39.6000;32.9833;35.3833;37.0000;38.3667;30.3000;37.0333;31.6667;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167
47;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;33.9667;19.5167;0.0000;40.2833;28.2167;28.2167;41.9167;20.6500;20.2000;41.3333;32.4167;43.7167;32.2167;17.6500;40.9833;40.3500;17.3167;21.7000;17.4500;14.6667;29.0667;73.4833;61.3500;72.7833;51.2000;57.7167;35.6333;61.3500;28.2167;19.5000;22.8500;28.8833;18.6833;26.0000;0.0000;32.5000;33.4333;16.9833;31.7500;36.1333;41.7000;40.6000;43.6167;30.8500;39.0167;41.3333;42.4833;39.9167;35.3500;29.5333;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833
48;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;38.0333;23.5833;32.5000;38.5167;11.2000;11.2000;40.7500;22.5500;23.2000;39.9167;12.0333;41.7667;11.4000;23.1667;39.2500;38.4000;23.1500;26.1333;22.7500;24.0500;15.3833;64.0667;59.5667;70.6000;54.8000;53.0333;39.2333;59.5667;14.4000;17.3500;10.4500;5.0000;18.9000;12.1000;32.5000;0.0000;9.0333;22.7333;36.3500;33.9167;39.4833;38.3500;41.4000;34.4000;36.7667;39.3833;40.3000;40.6167;39.3000;33.0833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833;10.9833
49;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;37.8333;23.3833;33.4333;38.3167;11.0000;11.0000;40.5500;22.3500;23.0000;39.8667;9.6333;41.5667;9.0000;22.9667;39.0500;38.2000;22.9500;25.9333;22.5500;23.8500;15.1833;60.3833;55.8833;66.9167;55.1500;49.3500;40.1667;55.8833;14.2000;17.1500;11.3833;5.2000;18.7000;11.9000;33.4333;9.0333;0.0000;23.2000;36.8167;34.3833;39.9500;38.8167;41.7833;34.8667;37.2333;39.1833;40.5500;41.0833;39.2167;33.5500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500;11.4500
50;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;29.7667;15.3167;16.9833;35.5167;18.1167;18.1167;37.7500;15.7000;15.3333;36.6667;23.7333;38.7667;23.1000;12.7667;36.2500;35.4000;11.8833;16.7500;12.5000;11.4667;17.6500;69.2833;57.1500;68.5833;47.0000;53.5167;31.4333;57.1500;16.8333;7.8667;15.8167;18.9000;7.7167;14.7000;16.9833;22.7333;23.2000;0.0000;26.2833;30.6667;36.2000;35.1333;38.1000;26.6333;33.5500;36.3833;37.0500;34.4500;31.1500;25.3167;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500;16.7500
51;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;39.4333;24.9833;31.7500;25.4167;32.9500;32.9500;22.5667;21.3500;20.9833;19.2500;36.5333;23.5833;35.9000;18.4167;24.4500;22.3500;21.0500;22.1500;18.1500;20.3167;29.2833;87.4167;75.2333;86.7167;65.1333;71.6500;49.5667;75.2333;30.8000;26.1333;30.6500;32.5167;20.6833;26.0333;31.7500;36.3500;36.8167;26.2833;0.0000;20.1333;26.7500;23.2500;26.4833;33.8333;24.0333;21.3667;25.9500;14.5667;40.8167;34.8000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000
52;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;29.9833;21.4500;36.1333;5.9833;32.4000;32.4000;8.2167;20.4167;20.5167;6.0000;33.4833;9.2333;32.8500;21.0333;6.7167;5.8667;25.4333;21.0167;20.6167;24.7000;35.7833;87.2500;69.3167;80.8000;62.0667;71.4833;46.4833;69.3167;34.9500;30.8333;35.6833;30.0833;26.8000;32.5000;36.1333;33.9167;34.3833;30.6667;20.1333;0.0000;7.3333;6.2667;9.2667;14.4500;4.6500;6.8500;8.1500;24.6667;36.1500;16.1167;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833;32.4833
53;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;30.6833;27.0167;41.7000;4.8833;37.9333;37.9333;9.1833;25.9500;26.0833;12.6000;39.0333;10.9500;38.4167;26.5667;3.3500;7.5833;30.9667;26.5833;26.1500;30.2333;41.3167;92.8167;70.0167;81.5000;66.2667;77.0500;50.7000;70.0167;40.4833;36.4000;41.2500;35.6167;32.3333;38.0667;41.7000;39.4833;39.9500;36.2000;26.7500;7.3333;0.0000;6.9833;6.0667;15.3833;6.8833;7.8667;4.8333;29.3167;37.1167;17.0500;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667;38.0667
54;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;29.5833;25.8833;40.6000;5.5833;36.8333;36.8333;5.2167;24.8833;24.9833;7.8500;37.9500;6.2333;37.3167;25.4667;5.6000;2.8667;29.9000;25.4500;25.0833;29.1333;40.2167;91.7167;68.9167;80.4000;65.1667;75.9500;49.6000;68.9167;39.4167;35.3000;40.1167;34.5500;31.2333;36.9333;40.6000;38.3500;38.8167;35.1333;23.2500;6.2667;6.9833;0.0000;7.2833;15.9833;7.4833;3.7500;7.1000;28.4667;37.7167;17.6500;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667;37.9667
55;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;32.6000;28.9333;43.6167;6.7833;39.8333;39.8333;7.0833;27.9000;28.0000;11.3833;40.9333;9.2667;40.3000;28.5000;2.7333;6.1000;32.8667;28.2333;28.0500;32.1667;42.9000;94.6833;71.5667;83.4000;68.1833;78.9667;52.6000;71.5667;42.0833;38.3000;43.1167;37.5667;34.2500;39.6000;43.6167;41.4000;41.7833;38.1000;26.4833;9.2667;6.0667;7.2833;0.0000;17.1500;8.6500;5.1167;3.1000;26.5833;38.8833;18.8167;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333;39.8333
56;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;23.4000;14.9333;30.8500;13.9833;32.8833;32.8833;17.4500;20.0167;20.6667;19.6833;33.9667;18.4667;33.3333;20.6333;14.7167;15.1000;25.0333;23.6000;20.2167;24.3000;36.2667;80.7333;62.7333;74.2167;55.5500;64.9667;39.9667;62.7333;35.4333;29.0167;29.1667;30.5667;26.4000;32.9833;30.8500;34.4000;34.8667;26.6333;33.8333;14.4500;15.3833;15.9833;17.1500;0.0000;14.1500;16.0833;16.1667;38.5667;29.9333;12.0500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500;32.5500
57;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;29.4833;24.3000;39.0167;5.4833;35.2833;35.2833;8.9500;23.3000;23.4000;9.1667;36.3333;9.9667;35.7000;23.8833;6.2167;6.6000;28.2833;23.8667;23.5000;27.5833;38.6667;90.1000;68.8167;80.3000;64.9167;74.3667;49.3333;68.8167;37.8000;33.6833;38.5667;32.9667;29.6833;35.3833;39.0167;36.7667;37.2333;33.5500;24.0333;4.6500;6.8833;7.4833;8.6500;14.1500;0.0000;7.5833;7.7167;28.9500;36.3000;16.2333;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167;35.7167
58;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;32.0500;28.3000;41.3333;7.2333;39.2500;39.2500;3.3333;27.2667;27.3667;8.4833;40.3333;4.3500;39.7000;27.1667;5.2167;0.9833;31.0833;25.6333;26.2333;30.1333;40.3000;93.3167;70.2000;82.1833;66.9667;77.0167;51.3833;70.2000;39.4833;36.6167;40.9667;35.0333;32.4500;37.0000;41.3333;39.3833;39.1833;36.3833;21.3667;6.8500;7.8667;3.7500;5.1167;16.0833;7.5833;0.0000;6.7167;27.5000;36.9833;16.9167;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000;36.7000
59;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;31.5000;27.8000;42.4833;5.7000;38.7500;38.7500;7.5333;26.7667;26.8667;11.6833;39.8333;9.1000;39.2000;27.3833;1.5000;5.7333;31.8167;27.0000;26.9667;31.0833;41.6667;93.6333;70.3333;82.3167;67.0833;77.8667;51.5167;70.3333;40.8500;37.1833;42.0333;36.4000;33.1500;38.3667;42.4833;40.3000;40.5500;37.0500;25.9500;8.1500;4.8333;7.1000;3.1000;16.1667;7.7167;6.7167;0.0000;27.4667;37.9500;17.8833;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000
60;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;47.6000;33.1500;39.9167;28.6833;37.3333;37.3333;24.7833;29.5167;29.1500;23.7333;40.8000;24.8667;40.1667;26.5833;26.6833;27.1167;29.2167;29.9167;26.3167;28.4833;33.5500;95.5833;83.4000;94.8833;73.3000;79.8167;57.7333;83.4000;35.0667;34.3000;38.5833;36.7833;28.8500;30.3000;39.9167;40.6167;41.0833;34.4500;14.5667;24.6667;29.3167;28.4667;26.5833;38.5667;28.9500;27.5000;27.4667;0.0000;48.9833;39.5333;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833;37.1833
61;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;8.9667;15.8333;35.3500;35.7167;37.0333;37.0333;39.1833;24.8167;24.9667;41.4167;37.3833;40.2000;36.7500;24.9500;36.4500;36.8333;29.8667;28.4000;25.0167;28.9167;40.3333;79.0000;48.3167;59.8000;44.0000;63.2333;28.4333;48.3167;39.5167;33.9167;34.0500;35.0667;31.2333;37.0333;35.3500;39.3000;39.2167;31.1500;40.8167;36.1500;37.1167;37.7167;38.8833;29.9333;36.3000;36.9833;37.9500;48.9833;0.0000;21.6667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667;37.5667
62;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;15.1333;13.6167;29.5333;15.6500;31.5667;31.5667;19.1167;18.7000;19.3500;21.3500;32.6500;20.1333;32.0167;19.3167;16.3833;16.7667;23.7167;22.2833;18.9000;22.9833;34.9500;79.4167;54.4667;65.9500;50.7167;63.6500;35.1500;54.4667;34.1167;27.7000;27.8500;29.2500;25.0833;31.6667;29.5333;33.0833;33.5500;25.3167;34.8000;16.1167;17.0500;17.6500;18.8167;12.0500;16.2333;16.9167;17.8833;39.5333;21.6667;0.0000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000;31.3000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
