42;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;16.7833;18.4333;52.7500;32.7167;21.4167;32.4333;45.9000;16.9000;14.9167;35.2500;30.3000;44.1833;49.9500;28.3667;24.2667;21.5333;38.8333;27.2833;11.4833;35.4833;32.5667;31.0167;31.0167;23.8500;26.0333;74.3500;70.9833;83.5500;14.2667;0.0000;19.5167;15.8000;23.7833;13.6167;8.5167;18.9833;11.7833;32.0833;50.3000;35.0500;62.9000;28.4833;34.3000;28.5833;67.3333;42.4167;23.3333;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167;24.5167
43;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;6.7167;8.3667;42.9833;22.6500;11.3500;16.2833;35.8333;6.8333;17.2167;32.6667;22.1000;37.2833;43.0000;20.2000;4.7500;14.8833;31.2500;19.9000;12.3833;34.2833;31.0167;27.1167;27.1167;17.9667;17.9667;56.2167;52.8500;65.4167;12.4167;19.5167;0.0000;7.8333;11.7000;13.0667;15.9000;15.8667;12.9667;27.8833;38.4833;24.9667;52.6167;18.4000;24.0167;18.5000;57.0500;24.4000;13.2500;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167
44;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;13.4500;15.1000;49.7167;29.3833;18.0833;23.0167;42.5667;13.5667;15.1667;33.9000;22.6000;41.7833;47.5500;20.6667;12.5833;12.8000;36.4333;20.4000;8.6667;35.4833;32.2500;28.6167;28.6167;15.8833;18.4667;62.5500;59.1833;71.7500;7.3667;15.8000;7.8333;0.0000;15.3000;10.6833;12.1833;13.6333;9.2000;29.1167;44.8167;31.7000;59.3500;25.1333;30.7500;25.2333;63.7833;30.7333;19.9833;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167;16.0167
45;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;16.6333;18.2833;52.9000;32.5667;21.2667;26.2000;45.7500;16.7500;23.5333;42.7000;14.0167;47.2000;52.9167;11.6500;16.4500;9.8833;41.1667;13.5333;17.0333;43.8500;41.0500;36.9833;36.9833;12.9667;12.7500;59.8333;56.4667;69.0333;13.8333;23.7833;11.7000;15.3000;0.0000;19.1500;20.6500;10.9000;13.9000;37.9167;43.7333;34.9000;62.6500;28.3333;34.0500;28.4333;67.0833;29.6500;23.1833;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500;10.9500
46;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;7.2500;8.9000;42.6333;23.1833;11.8833;22.9000;36.3667;7.3667;7.4500;26.7667;22.2333;34.0667;39.8333;20.5500;17.8167;16.6167;28.7167;19.0167;3.6667;27.7667;25.1167;20.9000;20.9000;19.7000;17.7667;68.1833;64.8167;77.3833;9.3167;13.6167;13.0667;10.6833;19.1500;0.0000;9.8667;17.4833;12.4167;21.9833;40.7500;25.5167;53.3500;18.9500;24.7500;19.0500;57.7833;33.5500;13.8000;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833
47;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;13.0500;14.7000;49.3167;28.9833;17.6833;28.7000;42.1667;13.1667;13.0500;33.1500;28.0333;40.8667;46.6333;25.9833;20.6500;18.1167;35.5167;24.8167;7.7500;34.5667;31.5000;27.7000;27.7000;21.2000;23.5667;70.6167;67.2500;79.8167;10.8167;8.5167;15.9000;12.1833;20.6500;9.8667;0.0000;18.7833;12.5000;28.3667;46.5833;31.3167;59.1833;24.7500;30.5833;24.8500;63.6167;38.7000;19.6000;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667;21.1667
48;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;19.6000;21.2500;54.7333;35.5333;24.2333;30.3667;48.7167;19.7167;21.8667;38.9167;11.9000;46.1667;51.9333;9.9667;20.6167;5.2333;40.8167;8.8833;15.3667;39.8667;37.2500;33.0000;33.0000;5.4500;7.6333;60.9500;57.5833;70.1500;12.1667;18.9833;15.8667;13.6333;10.9000;17.4833;18.7833;0.0000;12.7667;34.7167;48.3500;37.8667;66.4500;31.3000;37.8500;31.4000;70.8833;34.2667;26.1500;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167;8.4167
49;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;15.6000;17.2500;51.8667;31.5333;20.2333;28.1500;44.7167;15.7167;16.8000;35.6167;21.1667;43.4167;49.1833;19.2333;17.7167;11.3667;38.0667;18.9667;10.3000;37.1167;33.9667;30.2500;30.2500;14.4500;17.0333;67.6833;64.3167;76.8833;4.1000;11.7833;12.9667;9.2000;13.9000;12.4167;12.5000;12.7667;0.0000;30.8333;49.0500;33.8667;61.6500;27.3000;33.0500;27.4000;66.0833;35.7500;22.1500;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167;14.4167
50;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;22.0667;22.9667;21.9667;27.0667;19.5833;37.7167;43.2333;22.1833;21.2167;4.7833;36.1167;13.4000;19.1667;34.4000;32.6333;35.0833;8.0500;32.8667;22.9000;6.4167;3.1333;4.1500;4.1500;36.7500;31.6167;83.0000;79.6667;92.2333;27.7500;32.0833;27.8833;29.1167;37.9167;21.9833;28.3667;34.7167;30.8333;0.0000;47.4500;29.5167;42.9500;20.7833;29.7000;18.6333;56.8667;46.8500;19.8667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667;34.6667
51;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;34.3667;36.0167;40.5167;31.1500;35.8833;43.5500;17.3167;34.4833;45.1333;52.2333;54.1667;48.1833;40.8833;52.2667;41.2833;46.9500;47.6000;51.9667;41.1500;53.1833;50.5667;50.0167;50.0167;50.0333;50.0333;59.6833;56.3167;68.8833;46.0000;50.3000;38.4833;44.8167;43.7333;40.7500;46.5833;48.3500;49.0500;47.4500;0.0000;23.8667;23.8500;28.4500;19.9333;36.9833;23.9667;14.1833;32.6500;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000;48.0000
52;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;18.2667;18.5833;31.6167;13.2167;17.9500;30.8167;19.5500;18.1500;29.8833;34.3000;39.9500;37.8500;34.7667;38.4833;29.7167;38.2167;32.5000;36.9500;25.9167;35.2500;32.6333;32.0833;32.0833;40.2667;35.6667;67.8000;64.4333;77.0000;30.8000;35.0500;24.9667;31.7000;34.9000;25.5167;31.3167;37.8667;33.8667;29.5167;23.8667;0.0000;36.5167;10.4167;5.3167;18.9500;40.9500;23.3167;14.6167;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333
53;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;46.9667;48.6167;29.2333;42.2833;48.4833;58.2500;29.9167;47.0833;57.7333;46.4833;67.8167;36.9000;29.6000;66.1333;57.3667;65.8667;36.3167;64.6000;53.7500;46.4167;43.8000;45.5167;45.5167;68.4500;63.3500;67.3500;63.9833;76.5500;58.6000;62.9000;52.6167;59.3500;62.6500;53.3500;59.1833;66.4500;61.6500;42.9500;23.8500;36.5167;0.0000;41.5667;33.0500;50.1000;13.9167;37.9667;45.7667;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833;66.6833
54;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;11.7000;12.0167;26.6333;6.2833;11.3833;27.7833;24.1333;11.5833;23.3167;25.5667;33.3833;29.1167;29.7833;31.9167;23.1500;31.6500;23.7667;30.3833;19.3500;26.5167;23.9000;23.3500;23.3500;33.7000;29.1000;72.3833;69.0167;81.5833;24.2333;28.4833;18.4000;25.1333;28.3333;18.9500;24.7500;31.3000;27.3000;20.7833;28.4500;10.4167;41.5667;0.0000;10.6667;12.4500;45.4500;27.8167;8.1167;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333;31.8333
55;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;18.4500;18.7667;26.3167;13.4000;18.1333;29.6500;15.6167;18.3333;29.1333;34.4833;39.2167;36.7667;29.4667;37.5333;28.7667;37.2667;32.6833;36.0000;25.1500;35.4333;32.8167;32.2667;32.2667;39.8500;34.7500;66.6333;63.2667;75.8333;30.0000;34.3000;24.0167;30.7500;34.0500;24.7500;30.5833;37.8500;33.0500;29.7000;19.9333;5.3167;33.0500;10.6667;0.0000;19.1167;36.9500;22.0833;14.7833;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500;37.5500
56;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;11.8000;12.1167;35.1833;17.1500;11.4833;27.8833;32.6667;11.6833;23.4167;23.4167;33.4833;26.9667;32.7333;32.0167;23.2500;31.7500;21.6167;30.4833;19.4500;24.3667;21.7500;21.2000;21.2000;33.8000;29.2000;73.6167;69.6667;82.8167;24.3333;28.5833;18.5000;25.2333;28.4333;19.0500;24.8500;31.4000;27.4000;18.6333;36.9833;18.9500;50.1000;12.4500;19.1167;0.0000;54.0500;36.4167;8.6833;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333;31.9333
57;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;51.4000;53.0500;43.1500;48.1833;52.9167;62.6833;34.3500;51.5167;62.1667;60.4000;72.2500;50.8167;43.5167;70.5667;61.8000;70.3000;50.2333;69.0333;58.1833;60.3333;57.7167;59.4333;59.4333;72.8833;67.7833;55.3000;51.9333;64.5000;63.0333;67.3333;57.0500;63.7833;67.0833;57.7833;63.6167;70.8833;66.0833;56.8667;23.9667;40.9500;13.9167;45.4500;36.9500;54.0500;0.0000;38.1500;49.6833;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000;70.6000
58;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;27.1667;28.8167;48.4000;30.5500;31.8000;31.6333;30.3333;27.2833;37.9333;51.6333;40.0833;55.1833;51.5500;38.1833;28.8667;32.8667;49.8333;37.8833;33.9500;52.5833;49.9667;47.5667;47.5667;35.9500;35.9500;45.7000;42.3333;54.9000;35.3167;42.4167;24.4000;30.7333;29.6500;33.5500;38.7000;34.2667;35.7500;46.8500;14.1833;23.3167;37.9667;27.8167;22.0833;36.4167;38.1500;0.0000;32.0500;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167;33.9167
59;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;6.5500;6.8667;33.1667;12.8167;6.2333;22.6333;28.3333;6.4333;18.1667;24.6500;28.2333;28.2000;33.9667;26.7667;18.0000;26.5000;22.8500;25.2333;14.2000;25.6000;22.9833;22.4333;22.4333;28.5500;23.9500;68.3667;64.4167;77.5667;19.0833;23.3333;13.2500;19.9833;23.1833;13.8000;19.6000;26.1500;22.1500;19.8667;32.6500;14.6167;45.7667;8.1167;14.7833;8.6833;49.6833;32.0500;0.0000;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833;26.6833
60;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
61;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
